1971;Australia;0,8803
1972;Australia;0,8387
1973;Australia;0,7047
1974;Australia;0,695
1975;Australia;0,7647
1976;Australia;0,8187
1977;Australia;0,9024
1978;Australia;0,874
1979;Australia;0,8947
1980;Australia;0,8776
1981;Australia;0,8699
1982;Australia;0,9838
1983;Australia;1,1094
1984;Australia;1,137
1985;Australia;1,428
1986;Australia;1,4905
1987;Australia;1,4257
1988;Australia;1,2753
1989;Australia;1,2628
1990;Australia;1,2809
1991;Australia;1,2842
1992;Australia;1,3602
1993;Australia;1,4708
1994;Australia;1,3669
1995;Australia;1,3501
1996;Australia;1,2775
1997;Australia;1,3446
1998;Australia;1,5896
1999;Australia;1,5494
2000;Australia;1,7197
2001;Australia;1,9346
2002;Australia;1,8392
2003;Australia;1,5328
2004;Australia;1,3578
2005;Australia;1,3111
2006;Australia;1,3271
2007;Australia;1,1918
2008;Australia;1,1714
2009;Australia;1,2615
2010;Australia;1,087
2011;Australia;0,9679
2012;Australia;0,9653
2013;Australia;1,0327
2014;Australia;1,1069
2015;Australia;1,3294
2016;Australia;1,3432
1995;Brazil;0,9161
1996;Brazil;1,0051
1997;Brazil;1,0779
1998;Brazil;1,1605
1999;Brazil;1,8207
2000;Brazil;1,8301
2001;Brazil;2,3527
2002;Brazil;2,9213
2003;Brazil;3,0750
2004;Brazil;2,9262
2005;Brazil;2,4352
2006;Brazil;2,1738
2007;Brazil;1,9461
2008;Brazil;1,8326
2009;Brazil;1,9976
2010;Brazil;1,7600
2011;Brazil;1,6723
2012;Brazil;1,9535
2013;Brazil;2,1570
2014;Brazil;2,3512
2015;Brazil;3,3360
2016;Brazil;3,4839
1971;Canada;1,0099
1972;Canada;0,9907
1973;Canada;1,0002
1974;Canada;0,9780
1975;Canada;1,0175
1976;Canada;0,9863
1977;Canada;1,0633
1978;Canada;1,1405
1979;Canada;1,1713
1980;Canada;1,1693
1981;Canada;1,1990
1982;Canada;1,2344
1983;Canada;1,2325
1984;Canada;1,2952
1985;Canada;1,3659
1986;Canada;1,3896
1987;Canada;1,3259
1988;Canada;1,2306
1989;Canada;1,1842
1990;Canada;1,1668
1991;Canada;1,1460
1992;Canada;1,2085
1993;Canada;1,2902
1994;Canada;1,3664
1995;Canada;1,3725
1996;Canada;1,3638
1997;Canada;1,3849
1998;Canada;1,4836
1999;Canada;1,4858
2000;Canada;1,4855
2001;Canada;1,5487
2002;Canada;1,5704
2003;Canada;1,4008
2004;Canada;1,3017
2005;Canada;1,2115
2006;Canada;1,1340
2007;Canada;1,0734
2008;Canada;1,0660
2009;Canada;1,1412
2010;Canada;1,0298
2011;Canada;0,9887
2012;Canada;0,9995
2013;Canada;1,0300
2014;Canada;1,1043
2015;Canada;1,2791
2016;Canada;1,3243
1981;China;1,7100
1982;China;1,8979
1983;China;1,9810
1984;China;2,3303
1985;China;2,9434
1986;China;3,4616
1987;China;3,7314
1988;China;3,7314
1989;China;3,7673
1990;China;4,7921
1991;China;5,3337
1992;China;5,5206
1993;China;5,7795
1994;China;8,6397
1995;China;8,3700
1996;China;8,3389
1997;China;8,3193
1998;China;8,3008
1999;China;8,2783
2000;China;8,2784
2001;China;8,2770
2002;China;8,2771
2003;China;8,2772
2004;China;8,2768
2005;China;8,1936
2006;China;7,9723
2007;China;7,6058
2008;China;6,9477
2009;China;6,8307
2010;China;6,7696
2011;China;6,4630
2012;China;6,3093
2013;China;6,1478
2014;China;6,1620
2015;China;6,2827
2016;China;6,6400
1971;Denmark;7,4048
1972;Denmark;6,9531
1973;Denmark;6,0447
1974;Denmark;6,0925
1975;Denmark;5,7481
1976;Denmark;6,0461
1977;Denmark;6,0050
1978;Denmark;5,5162
1979;Denmark;5,2623
1980;Denmark;5,6346
1981;Denmark;7,1351
1982;Denmark;8,3444
1983;Denmark;9,1484
1984;Denmark;10,3541
1985;Denmark;10,5983
1986;Denmark;8,0955
1987;Denmark;6,8478
1988;Denmark;6,7412
1989;Denmark;7,3210
1990;Denmark;6,1899
1991;Denmark;6,4038
1992;Denmark;6,0372
1993;Denmark;6,4863
1994;Denmark;6,3561
1995;Denmark;5,5999
1996;Denmark;5,8003
1997;Denmark;6,6092
1998;Denmark;6,7030
1999;Denmark;6,9900
2000;Denmark;8,0953
2001;Denmark;8,3323
2002;Denmark;7,8862
2003;Denmark;6,5774
2004;Denmark;5,9891
2005;Denmark;5,9953
2006;Denmark;5,9422
2007;Denmark;5,4413
2008;Denmark;5,0885
2009;Denmark;5,3574
2010;Denmark;5,6265
2011;Denmark;5,3535
2012;Denmark;5,7922
2013;Denmark;5,6170
2014;Denmark;5,6151
2015;Denmark;6,7263
2016;Denmark;6,7276
1999;Euro;0,9387
2000;Euro;1,0832
2001;Euro;1,1171
2002;Euro;1,0578
2003;Euro;0,8833
2004;Euro;0,804
2005;Euro;0,8033
2006;Euro;0,796
2007;Euro;0,7293
2008;Euro;0,6791
2009;Euro;0,7176
2010;Euro;0,7541
2011;Euro;0,7178
2012;Euro;0,7777
2013;Euro;0,753
2014;Euro;0,752
2015;Euro;0,9012
2016;Euro;0,9032
1981;Hong Kong;5,5901
1982;Hong Kong;6,0698
1983;Hong Kong;7,2570
1984;Hong Kong;7,8189
1985;Hong Kong;7,7912
1986;Hong Kong;7,8038
1987;Hong Kong;7,7986
1988;Hong Kong;7,8068
1989;Hong Kong;7,8008
1990;Hong Kong;7,7899
1991;Hong Kong;7,7712
1992;Hong Kong;7,7402
1993;Hong Kong;7,7357
1994;Hong Kong;7,7290
1995;Hong Kong;7,7357
1996;Hong Kong;7,7345
1997;Hong Kong;7,7431
1998;Hong Kong;7,7467
1999;Hong Kong;7,7594
2000;Hong Kong;7,7924
2001;Hong Kong;7,7997
2002;Hong Kong;7,7996
2003;Hong Kong;7,7875
2004;Hong Kong;7,7891
2005;Hong Kong;7,7775
2006;Hong Kong;7,7681
2007;Hong Kong;7,8016
2008;Hong Kong;7,7862
2009;Hong Kong;7,7514
2010;Hong Kong;7,7687
2011;Hong Kong;7,7841
2012;Hong Kong;7,7569
2013;Hong Kong;7,7565
2014;Hong Kong;7,7545
2015;Hong Kong;7,7524
2016;Hong Kong;7,7620
1973;India;7,65
1974;India;8,03
1975;India;8,41
1976;India;8,97
1977;India;8,77
1978;India;8,20
1979;India;8,16
1980;India;7,89
1981;India;8,68
1982;India;9,48
1983;India;10,10
1984;India;11,35
1985;India;12,33
1986;India;12,60
1987;India;12,95
1988;India;13,90
1989;India;16,21
1990;India;17,49
1991;India;22,71
1992;India;28,16
1993;India;31,29
1994;India;31,39
1995;India;32,42
1996;India;35,51
1997;India;36,36
1998;India;41,36
1999;India;43,13
2000;India;45,00
2001;India;47,22
2002;India;48,63
2003;India;46,59
2004;India;45,26
2005;India;44,00
2006;India;45,19
2007;India;41,18
2008;India;43,39
2009;India;48,33
2010;India;45,65
2011;India;46,58
2012;India;53,37
2013;India;58,51
2014;India;61,00
2015;India;64,11
2016;India;67,16
1971;Japan;347,79
1972;Japan;303,13
1973;Japan;271,31
1974;Japan;291,84
1975;Japan;296,78
1976;Japan;296,45
1977;Japan;268,62
1978;Japan;210,39
1979;Japan;219,02
1980;Japan;226,63
1981;Japan;220,63
1982;Japan;249,06
1983;Japan;237,55
1984;Japan;237,46
1985;Japan;238,47
1986;Japan;168,35
1987;Japan;144,60
1988;Japan;128,17
1989;Japan;138,07
1990;Japan;145,00
1991;Japan;134,59
1992;Japan;126,78
1993;Japan;111,08
1994;Japan;102,18
1995;Japan;93,96
1996;Japan;108,78
1997;Japan;121,06
1998;Japan;130,99
1999;Japan;113,73
2000;Japan;107,80
2001;Japan;121,57
2002;Japan;125,22
2003;Japan;115,94
2004;Japan;108,15
2005;Japan;110,11
2006;Japan;116,31
2007;Japan;117,76
2008;Japan;103,39
2009;Japan;93,68
2010;Japan;87,78
2011;Japan;79,70
2012;Japan;79,82
2013;Japan;97,60
2014;Japan;105,74
2015;Japan;121,05
2016;Japan;108,66
1971;Malaysia;3,0318
1972;Malaysia;2,8085
1973;Malaysia;2,4468
1974;Malaysia;2,4070
1975;Malaysia;2,4029
1976;Malaysia;2,5422
1977;Malaysia;2,4625
1978;Malaysia;2,3168
1979;Malaysia;2,1883
1980;Malaysia;2,1768
1981;Malaysia;2,3048
1982;Malaysia;2,3356
1983;Malaysia;2,3205
1984;Malaysia;2,3428
1985;Malaysia;2,4807
1986;Malaysia;2,5831
1987;Malaysia;2,5186
1988;Malaysia;2,6190
1989;Malaysia;2,7079
1990;Malaysia;2,7049
1991;Malaysia;2,7503
1992;Malaysia;2,5463
1993;Malaysia;2,5738
1994;Malaysia;2,6237
1995;Malaysia;2,5073
1996;Malaysia;2,5154
1997;Malaysia;2,8173
1998;Malaysia;3,9254
1999;Malaysia;3,8000
2000;Malaysia;3,8000
2001;Malaysia;3,8000
2002;Malaysia;3,8000
2003;Malaysia;3,8000
2004;Malaysia;3,8000
2005;Malaysia;3,7869
2006;Malaysia;3,6661
2007;Malaysia;3,4354
2008;Malaysia;3,3292
2009;Malaysia;3,5231
2010;Malaysia;3,2175
2011;Malaysia;3,0564
2012;Malaysia;3,0862
2013;Malaysia;3,1488
2014;Malaysia;3,2697
2015;Malaysia;3,9041
2016;Malaysia;4,1372
1993;Mexico;3,124
1994;Mexico;3,385
1995;Mexico;6,447
1996;Mexico;7,600
1997;Mexico;7,918
1998;Mexico;9,152
1999;Mexico;9,553
2000;Mexico;9,459
2001;Mexico;9,337
2002;Mexico;9,663
2003;Mexico;10,793
2004;Mexico;11,290
2005;Mexico;10,894
2006;Mexico;10,906
2007;Mexico;10,928
2008;Mexico;11,143
2009;Mexico;13,498
2010;Mexico;12,624
2011;Mexico;12,427
2012;Mexico;13,154
2013;Mexico;12,758
2014;Mexico;13,302
2015;Mexico;15,874
2016;Mexico;18,667
1971;New Zealand;0,88
1972;New Zealand;0,8379
1973;New Zealand;0,7355
1974;New Zealand;0,7142
1975;New Zealand;0,8254
1976;New Zealand;1,0089
1977;New Zealand;1,0321
1978;New Zealand;0,9649
1979;New Zealand;0,9782
1980;New Zealand;1,0273
1981;New Zealand;1,1514
1982;New Zealand;1,3316
1983;New Zealand;1,4972
1984;New Zealand;1,7289
1985;New Zealand;2,0101
1986;New Zealand;1,9062
1987;New Zealand;1,6855
1988;New Zealand;1,5253
1989;New Zealand;1,6725
1990;New Zealand;1,6773
1991;New Zealand;1,7292
1992;New Zealand;1,8591
1993;New Zealand;1,8474
1994;New Zealand;1,6846
1995;New Zealand;1,5237
1996;New Zealand;1,4541
1997;New Zealand;1,5094
1998;New Zealand;1,8653
1999;New Zealand;1,8896
2000;New Zealand;2,1891
2001;New Zealand;2,3798
2002;New Zealand;2,1529
2003;New Zealand;1,7176
2004;New Zealand;1,5053
2005;New Zealand;1,4186
2006;New Zealand;1,5404
2007;New Zealand;1,3578
2008;New Zealand;1,3984
2009;New Zealand;1,5728
2010;New Zealand;1,3858
2011;New Zealand;1,2626
2012;New Zealand;1,2338
2013;New Zealand;1,2189
2014;New Zealand;1,2029
2015;New Zealand;1,4284
2016;New Zealand;1,4335
1971;Norway;7,0222
1972;Norway;6,5875
1973;Norway;5,7535
1974;Norway;5,5255
1975;Norway;5,2283
1976;Norway;5,4590
1977;Norway;5,3240
1978;Norway;5,2467
1979;Norway;5,0651
1980;Norway;4,9382
1981;Norway;5,7431
1982;Norway;6,4568
1983;Norway;7,3013
1984;Norway;8,1597
1985;Norway;8,5934
1986;Norway;7,3985
1987;Norway;6,7409
1988;Norway;6,5243
1989;Norway;6,9131
1990;Norway;6,2621
1991;Norway;6,4912
1992;Norway;6,2142
1993;Norway;7,1009
1994;Norway;7,0553
1995;Norway;6,3355
1996;Norway;6,4594
1997;Norway;7,0857
1998;Norway;7,5521
1999;Norway;7,8071
2000;Norway;8,8131
2001;Norway;8,9964
2002;Norway;7,9839
2003;Norway;7,0803
2004;Norway;6,7399
2005;Norway;6,4412
2006;Norway;6,4095
2007;Norway;5,8557
2008;Norway;5,6365
2009;Norway;6,2908
2010;Norway;6,0451
2011;Norway;5,6022
2012;Norway;5,8181
2013;Norway;5,8772
2014;Norway;6,2969
2015;Norway;8,0681
2016;Norway;8,3936
1981;Singapore;2,1138
1982;Singapore;2,1406
1983;Singapore;2,1137
1984;Singapore;2,1327
1985;Singapore;2,2009
1986;Singapore;2,1783
1987;Singapore;2,1059
1988;Singapore;2,0133
1989;Singapore;1,9511
1990;Singapore;1,8134
1991;Singapore;1,7283
1992;Singapore;1,6294
1993;Singapore;1,6158
1994;Singapore;1,5275
1995;Singapore;1,4171
1996;Singapore;1,4100
1997;Singapore;1,4857
1998;Singapore;1,6722
1999;Singapore;1,6951
2000;Singapore;1,7250
2001;Singapore;1,7930
2002;Singapore;1,7908
2003;Singapore;1,7429
2004;Singapore;1,6902
2005;Singapore;1,6639
2006;Singapore;1,5882
2007;Singapore;1,5065
2008;Singapore;1,4140
2009;Singapore;1,4543
2010;Singapore;1,3629
2011;Singapore;1,2565
2012;Singapore;1,2492
2013;Singapore;1,2511
2014;Singapore;1,2665
2015;Singapore;1,3746
2016;Singapore;1,3800
1971;South Africa;0,7129
1972;South Africa;0,7732
1973;South Africa;0,6964
1974;South Africa;0,6806
1975;South Africa;0,7408
1976;South Africa;0,8707
1977;South Africa;0,8697
1978;South Africa;0,8695
1979;South Africa;0,8424
1980;South Africa;0,7796
1981;South Africa;0,8787
1982;South Africa;1,0876
1983;South Africa;1,1146
1984;South Africa;1,4761
1985;South Africa;2,2344
1986;South Africa;2,2919
1987;South Africa;2,0385
1988;South Africa;2,2770
1989;South Africa;2,6243
1990;South Africa;2,5885
1991;South Africa;2,7633
1992;South Africa;2,8524
1993;South Africa;3,2721
1994;South Africa;3,5526
1995;South Africa;3,6284
1996;South Africa;4,3011
1997;South Africa;4,6072
1998;South Africa;5,5417
1999;South Africa;6,1191
2000;South Africa;6,9468
2001;South Africa;8,6093
2002;South Africa;10,5176
2003;South Africa;7,5550
2004;South Africa;6,4402
2005;South Africa;6,3606
2006;South Africa;6,7668
2007;South Africa;7,0477
2008;South Africa;8,2480
2009;South Africa;8,4117
2010;South Africa;7,3159
2011;South Africa;7,2510
2012;South Africa;8,2014
2013;South Africa;9,6436
2014;South Africa;10,8420
2015;South Africa;12,7645
2016;South Africa;14,6821
1981;South Korea;686,07
1982;South Korea;731,94
1983;South Korea;776,05
1984;South Korea;807,93
1985;South Korea;872,45
1986;South Korea;884,60
1987;South Korea;826,16
1988;South Korea;734,52
1989;South Korea;674,13
1990;South Korea;710,64
1991;South Korea;736,73
1992;South Korea;784,66
1993;South Korea;805,75
1994;South Korea;806,93
1995;South Korea;772,69
1996;South Korea;805,00
1997;South Korea;953,19
1998;South Korea;1400,40
1999;South Korea;1189,84
2000;South Korea;1130,90
2001;South Korea;1292,01
2002;South Korea;1250,31
2003;South Korea;1192,08
2004;South Korea;1145,24
2005;South Korea;1023,75
2006;South Korea;954,32
2007;South Korea;928,97
2008;South Korea;1098,71
2009;South Korea;1274,63
2010;South Korea;1155,74
2011;South Korea;1106,94
2012;South Korea;1126,16
2013;South Korea;1094,67
2014;South Korea;1052,29
2015;South Korea;1130,96
2016;South Korea;1159,34
1971;Sweden;5,1051
1972;Sweden;4,7571
1973;Sweden;4,3619
1974;Sweden;4,4387
1975;Sweden;4,1531
1976;Sweden;4,3580
1977;Sweden;4,4802
1978;Sweden;4,5207
1979;Sweden;4,2893
1980;Sweden;4,2310
1981;Sweden;5,0660
1982;Sweden;6,2839
1983;Sweden;7,6718
1984;Sweden;8,2708
1985;Sweden;8,6032
1986;Sweden;7,1273
1987;Sweden;6,3469
1988;Sweden;6,1370
1989;Sweden;6,4559
1990;Sweden;5,9231
1991;Sweden;6,0521
1992;Sweden;5,8258
1993;Sweden;7,7956
1994;Sweden;7,7161
1995;Sweden;7,1406
1996;Sweden;6,7082
1997;Sweden;7,6447
1998;Sweden;7,9522
1999;Sweden;8,2740
2000;Sweden;9,1735
2001;Sweden;10,3425
2002;Sweden;9,7233
2003;Sweden;8,0787
2004;Sweden;7,3480
2005;Sweden;7,4710
2006;Sweden;7,3718
2007;Sweden;6,7550
2008;Sweden;6,5846
2009;Sweden;7,6539
2010;Sweden;7,2053
2011;Sweden;6,4878
2012;Sweden;6,7721
2013;Sweden;6,5124
2014;Sweden;6,8576
2015;Sweden;8,4350
2016;Sweden;8,5541
1971;Switzerland;4,1171
1972;Switzerland;3,8186
1973;Switzerland;3,1688
1974;Switzerland;2,9805
1975;Switzerland;2,5839
1976;Switzerland;2,5002
1977;Switzerland;2,4065
1978;Switzerland;1,7907
1979;Switzerland;1,6644
1980;Switzerland;1,6772
1981;Switzerland;1,9675
1982;Switzerland;2,0319
1983;Switzerland;2,1007
1984;Switzerland;2,3500
1985;Switzerland;2,4552
1986;Switzerland;1,7979
1987;Switzerland;1,4918
1988;Switzerland;1,4643
1989;Switzerland;1,6369
1990;Switzerland;1,3901
1991;Switzerland;1,4356
1992;Switzerland;1,4064
1993;Switzerland;1,4781
1994;Switzerland;1,3667
1995;Switzerland;1,1812
1996;Switzerland;1,2361
1997;Switzerland;1,4514
1998;Switzerland;1,4506
1999;Switzerland;1,5045
2000;Switzerland;1,6904
2001;Switzerland;1,6891
2002;Switzerland;1,5567
2003;Switzerland;1,3450
2004;Switzerland;1,2428
2005;Switzerland;1,2459
2006;Switzerland;1,2532
2007;Switzerland;1,1999
2008;Switzerland;1,0816
2009;Switzerland;1,0860
2010;Switzerland;1,0432
2011;Switzerland;0,8862
2012;Switzerland;0,9377
2013;Switzerland;0,9269
2014;Switzerland;0,9147
2015;Switzerland;0,9628
2016;Switzerland;0,9848
1983;Taiwan;39,285
1984;Taiwan;39,636
1985;Taiwan;39,900
1986;Taiwan;37,852
1987;Taiwan;31,753
1988;Taiwan;28,636
1989;Taiwan;26,407
1990;Taiwan;26,918
1991;Taiwan;26,759
1992;Taiwan;25,160
1993;Taiwan;26,416
1994;Taiwan;26,465
1995;Taiwan;26,496
1996;Taiwan;27,468
1997;Taiwan;28,775
1998;Taiwan;33,547
1999;Taiwan;32,322
2000;Taiwan;31,260
2001;Taiwan;33,824
2002;Taiwan;34,536
2003;Taiwan;34,405
2004;Taiwan;33,372
2005;Taiwan;32,131
2006;Taiwan;32,507
2007;Taiwan;32,855
2008;Taiwan;31,521
2009;Taiwan;33,020
2010;Taiwan;31,497
2011;Taiwan;29,382
2012;Taiwan;29,558
2013;Taiwan;29,680
2014;Taiwan;30,299
2015;Taiwan;31,744
2016;Taiwan;32,226
1981;Thailand;21,819
1982;Thailand;23,014
1983;Thailand;22,992
1984;Thailand;23,583
1985;Thailand;27,194
1986;Thailand;26,315
1987;Thailand;25,771
1988;Thailand;25,312
1989;Thailand;25,720
1990;Thailand;25,609
1991;Thailand;25,542
1992;Thailand;25,411
1993;Thailand;25,333
1994;Thailand;25,161
1995;Thailand;24,921
1996;Thailand;25,359
1997;Thailand;31,072
1998;Thailand;41,262
1999;Thailand;37,887
2000;Thailand;40,210
2001;Thailand;44,532
2002;Thailand;43,019
2003;Thailand;41,556
2004;Thailand;40,271
2005;Thailand;40,252
2006;Thailand;37,876
2007;Thailand;32,203
2008;Thailand;32,962
2009;Thailand;34,310
2010;Thailand;31,700
2011;Thailand;30,462
2012;Thailand;31,055
2013;Thailand;30,696
2014;Thailand;32,462
2015;Thailand;34,242
2016;Thailand;35,264
1995;Venezuela;0,17
1996;Venezuela;0,42
1997;Venezuela;0,49
1998;Venezuela;0,55
1999;Venezuela;0,61
2000;Venezuela;0,68
2001;Venezuela;0,72
2002;Venezuela;1,16
2003;Venezuela;1,61
2004;Venezuela;1,89
2005;Venezuela;2,11
2006;Venezuela;2,14
2007;Venezuela;2,14
2008;Venezuela;2,14
2009;Venezuela;2,14
2010;Venezuela;4,24
2011;Venezuela;4,29
2012;Venezuela;4,29
2013;Venezuela;6,07
2014;Venezuela;6,28
2015;Venezuela;6,28
2016;Venezuela;9,28